speed,acceleration,impact_force,road_condition,is_accident,severity
79.01,2.37,6.6,dry,0,none
33.97,2.0,5.39,wet,0,none
65.76,1.35,8.11,icy,1,medium
47.89,3.12,4.0,gravel,0,none
55.0,4.47,9.53,dry,1,high
49.44,5.65,3.92,wet,0,none
68.36,3.11,4.22,gravel,0,none
68.34,2.33,5.79,dry,0,none
55.37,1.82,7.97,wet,1,medium
48.96,4.25,7.04,gravel,1,medium
74.87,3.59,6.01,dry,0,none
48.07,4.19,4.7,wet,0,none
62.12,2.91,8.6,wet,1,medium
73.17,1.15,6.02,dry,0,none
41.52,5.91,2.92,dry,0,none
34.67,4.2,8.45,dry,1,medium
71.77,1.44,4.53,muddy,0,none
42.58,5.23,4.22,muddy,0,none
45.46,2.36,6.04,gravel,1,medium
49.6,3.36,4.09,dry,0,none
49.2,2.12,0.54,dry,0,none
80.19,5.18,2.35,dry,1,low
61.32,3.8,8.56,gravel,1,medium
70.34,5.47,2.08,dry,0,none
57.82,1.92,1.8,dry,0,none
80.67,2.65,6.32,wet,0,none
90.12,5.71,1.7,dry,1,low
38.7,2.87,5.03,wet,0,none
42.14,4.67,3.92,dry,0,none
74.74,5.17,2.33,dry,0,none
52.36,2.23,8.25,muddy,1,medium
56.48,2.97,1.87,muddy,0,none
51.51,1.49,4.25,muddy,0,none
69.69,5.89,0.74,gravel,0,none
67.25,1.69,7.57,muddy,1,medium
30.25,1.63,2.8,icy,0,none
67.01,2.86,1.77,dry,0,none
83.66,4.19,2.13,dry,0,none
52.42,2.36,5.13,dry,0,none
69.94,3.1,4.43,wet,0,none
91.93,3.24,4.34,wet,0,none
74.86,3.98,7.23,gravel,1,medium
61.58,3.79,6.43,wet,0,none
53.96,6.0,0.34,dry,0,none
61.0,2.67,1.05,icy,0,none
60.93,2.84,8.01,dry,1,medium
58.73,2.0,2.56,wet,0,none
69.83,4.98,4.52,wet,0,none
38.95,2.59,9.74,gravel,1,high
59.46,2.75,0.98,dry,0,none
44.56,1.98,0.28,dry,0,none
64.07,4.98,5.22,dry,0,none
74.22,3.8,7.01,wet,1,medium
78.37,5.77,9.81,dry,1,high
45.14,4.01,1.94,dry,0,none
39.88,5.64,1.05,icy,0,none
55.64,4.51,6.25,wet,0,none
56.19,1.32,6.04,dry,0,none
50.25,3.12,0.04,dry,0,none
59.58,1.92,2.22,icy,0,none
61.33,1.37,9.99,dry,1,high
48.79,5.29,6.42,muddy,0,none
35.7,2.53,8.98,muddy,1,medium
47.83,4.04,9.22,icy,1,high
71.16,3.23,7.34,dry,1,medium
56.15,3.77,2.76,dry,0,none
54.0,5.77,4.05,dry,0,none
87.63,3.38,3.82,gravel,0,none
54.14,0.92,5.96,dry,0,none
65.96,2.6,1.28,dry,0,none
71.79,4.99,9.42,wet,1,high
82.15,2.76,5.02,icy,1,low
49.18,5.1,0.83,dry,0,none
37.77,2.37,6.44,wet,0,none
62.36,0.65,5.94,gravel,1,low
74.3,1.28,7.36,muddy,1,medium
41.73,4.05,9.71,icy,1,high
56.22,0.65,6.55,wet,0,none
67.17,3.82,0.27,wet,0,none
63.33,5.52,9.07,dry,1,high
45.16,1.33,3.85,icy,0,none
59.4,4.64,7.9,icy,1,medium
51.12,3.24,0.96,dry,0,none
69.58,1.76,3.2,wet,0,none
57.37,4.61,7.34,wet,1,medium
56.88,3.33,4.67,gravel,0,none
71.49,5.6,7.69,gravel,1,medium
57.65,4.86,4.33,dry,0,none
62.13,0.63,0.6,dry,0,none
44.09,5.27,7.34,dry,1,medium
82.12,0.62,6.87,dry,0,none
55.06,3.94,8.73,icy,1,medium
40.38,3.01,8.08,muddy,1,medium
53.71,3.26,7.0,icy,1,medium
80.82,0.67,8.91,dry,1,medium
48.71,5.9,1.79,dry,0,none
72.16,5.53,3.24,gravel,0,none
56.11,4.55,1.56,muddy,0,none
83.46,1.98,1.0,wet,0,none
53.82,4.32,8.2,dry,1,medium
71.08,5.46,1.06,dry,0,none
58.38,4.55,7.29,wet,1,medium
62.1,0.55,2.21,gravel,0,none
19.65,5.55,3.6,muddy,0,none
55.92,5.65,4.59,dry,0,none
43.82,2.14,6.24,dry,0,none
63.9,4.49,0.39,wet,0,none
97.7,0.93,5.01,icy,1,low
77.86,4.43,0.53,wet,0,none
66.61,5.08,2.18,wet,0,none
82.51,5.08,0.95,dry,1,low
40.61,5.32,7.05,dry,1,medium
53.8,0.64,0.1,wet,0,none
48.7,3.97,6.64,dry,0,none
53.39,5.68,9.52,dry,1,high
63.13,3.25,6.03,muddy,0,none
26.45,5.78,8.85,gravel,1,medium
55.31,5.08,8.24,dry,1,medium
52.16,2.01,7.31,dry,1,medium
55.31,1.61,8.89,wet,1,medium
90.46,4.23,1.69,dry,0,none
75.47,5.38,2.23,wet,0,none
73.12,5.94,1.53,gravel,0,none
85.07,2.8,4.75,icy,0,none
76.06,5.4,6.45,wet,0,none
43.66,0.54,1.25,dry,0,none
59.87,5.76,7.64,muddy,1,medium
56.04,4.8,3.81,dry,0,none
61.56,1.03,5.68,muddy,0,none
73.76,4.12,7.05,icy,1,medium
41.04,5.96,3.87,dry,0,none
80.85,3.68,0.37,gravel,0,none
57.63,5.14,0.51,dry,0,none
58.73,1.89,1.27,icy,0,none
50.21,4.12,2.26,dry,0,none
59.22,2.21,3.19,muddy,0,none
55.37,2.95,6.69,dry,0,none
69.16,3.35,4.73,gravel,0,none
62.44,1.67,7.55,dry,1,medium
59.57,2.82,6.58,icy,1,medium
42.76,5.55,9.47,gravel,1,high
52.15,4.96,5.18,icy,1,low
49.06,2.99,7.11,dry,1,medium
65.67,3.71,4.66,gravel,0,none
61.23,3.49,8.09,dry,1,medium
83.73,5.84,6.18,dry,1,medium
78.18,2.59,6.91,dry,0,none
85.11,3.24,7.8,muddy,1,medium
56.62,2.98,9.83,wet,1,high
52.02,2.87,5.42,gravel,1,low
55.95,2.42,2.42,muddy,0,none
43.82,3.97,7.79,wet,1,medium
82.65,4.69,3.75,dry,1,low
36.18,5.29,8.79,wet,1,medium
92.13,2.39,0.92,muddy,0,none
53.56,3.6,6.57,icy,1,medium
43.9,2.32,6.67,dry,0,none
62.71,1.37,5.8,wet,0,none
67.82,3.48,8.71,dry,1,medium
45.68,3.79,5.24,wet,0,none
32.17,4.45,0.4,dry,0,none
44.77,2.23,6.62,gravel,1,medium
62.56,1.37,3.09,dry,0,none
74.77,1.0,5.77,dry,0,none
79.88,1.31,2.52,icy,0,none
45.34,5.97,1.65,wet,0,none
58.47,4.8,8.3,gravel,1,medium
59.88,5.31,9.58,gravel,1,high
60.86,1.45,4.79,icy,0,none
62.4,3.7,2.04,dry,0,none
51.25,4.89,0.37,dry,0,none
50.82,1.88,7.22,dry,1,medium
63.42,2.04,5.11,wet,0,none
82.99,4.79,3.93,dry,1,low
39.61,1.39,4.34,dry,0,none
70.7,1.77,1.75,dry,0,none
70.36,5.56,0.44,icy,0,none
53.47,3.14,2.98,icy,0,none
56.89,2.79,6.65,dry,0,none
51.25,4.8,6.44,icy,1,medium
42.25,2.29,6.64,wet,0,none
67.5,1.82,0.0,wet,0,none
81.51,4.92,8.23,muddy,1,medium
52.93,3.72,8.21,dry,1,medium
63.3,2.64,1.98,muddy,0,none
78.14,0.77,5.97,dry,0,none
64.87,4.04,6.02,gravel,1,medium
78.95,1.22,2.35,muddy,0,none
81.64,3.9,0.18,dry,0,none
81.47,1.82,5.98,muddy,0,none
77.49,3.44,2.61,dry,0,none
73.2,2.85,6.3,dry,0,none
58.81,0.69,0.78,muddy,0,none
41.87,4.61,1.7,wet,0,none
50.04,1.86,4.31,wet,0,none
73.37,2.36,3.93,muddy,0,none
33.6,5.25,8.85,wet,1,medium
63.11,3.63,6.46,dry,0,none
62.79,3.56,7.86,dry,1,medium
45.35,4.95,7.61,dry,1,medium
61.92,5.01,1.9,dry,0,none
46.0,3.29,1.34,wet,0,none
44.35,2.62,1.82,muddy,0,none
73.54,5.2,0.23,wet,0,none
44.56,3.61,0.36,dry,0,none
63.7,4.55,8.14,wet,1,medium
52.51,3.11,8.6,icy,1,medium
52.31,1.24,7.98,wet,1,medium
49.76,1.76,1.56,icy,0,none
49.74,0.75,1.07,gravel,0,none
62.99,0.5,6.97,wet,0,none
38.81,1.78,8.11,dry,1,medium
64.55,3.26,6.99,wet,0,none
36.58,5.84,5.66,dry,0,none
55.78,1.22,4.06,dry,0,none
43.58,5.63,8.81,dry,1,medium
50.2,1.6,3.52,dry,0,none
49.01,3.75,7.0,wet,0,none
69.89,4.1,7.06,wet,1,medium
72.5,0.62,2.88,dry,0,none
54.93,0.77,6.51,wet,0,none
56.71,4.43,8.62,wet,1,medium
61.02,4.14,0.31,dry,0,none
66.5,2.58,3.29,icy,0,none
70.01,3.14,8.67,icy,1,medium
53.64,5.26,0.26,dry,0,none
56.05,5.51,3.06,dry,0,none
43.38,5.46,7.5,wet,1,medium
60.37,5.58,6.83,dry,0,none
51.41,3.18,6.07,wet,0,none
45.87,5.6,3.84,dry,0,none
83.94,2.11,3.34,dry,0,none
51.83,0.65,9.71,muddy,1,high
83.9,1.09,4.89,icy,0,none
44.43,2.93,2.16,dry,0,none
45.93,3.45,6.71,gravel,1,medium
49.63,4.49,7.54,dry,1,medium
58.49,4.76,9.05,wet,1,high
53.4,3.81,0.52,wet,0,none
49.41,4.62,0.64,gravel,0,none
57.43,1.52,4.17,dry,0,none
24.73,3.05,7.13,wet,1,medium
45.91,2.53,5.48,wet,0,none
44.88,3.88,4.9,icy,0,none
39.68,4.48,5.61,icy,1,low
56.18,3.2,6.7,dry,0,none
80.47,1.72,3.86,icy,0,none
55.36,2.9,5.99,muddy,0,none
61.23,5.82,8.77,gravel,1,medium
60.89,0.81,2.41,dry,0,none
32.79,4.76,1.23,wet,0,none
67.69,5.26,7.5,dry,1,medium
68.84,1.16,5.17,wet,0,none
32.23,5.09,4.64,gravel,0,none
51.8,0.83,2.75,dry,0,none
65.78,4.06,5.6,dry,0,none
55.95,3.29,6.5,dry,0,none
65.05,5.66,9.77,dry,1,high
83.68,5.97,6.69,wet,1,medium
57.75,5.23,9.09,gravel,1,high
70.19,5.47,8.31,dry,1,medium
42.97,2.34,7.67,muddy,1,medium
55.34,1.78,4.78,wet,0,none
90.09,5.65,6.61,dry,1,medium
78.95,4.82,5.82,wet,0,none
52.22,1.65,9.26,dry,1,high
70.98,4.31,6.72,muddy,0,none
26.11,3.56,1.21,dry,0,none
51.01,3.0,4.55,dry,0,none
92.55,5.77,6.52,muddy,1,medium
69.27,5.36,5.56,wet,0,none
50.51,1.23,5.8,icy,1,low
62.8,2.68,7.99,wet,1,medium
75.26,5.85,1.48,dry,0,none
61.72,2.67,6.65,wet,0,none
43.73,4.98,9.8,wet,1,high
46.41,4.76,5.24,wet,0,none
83.9,3.05,5.03,muddy,0,none
25.35,1.62,9.04,dry,1,high
71.93,5.72,2.84,wet,0,none
76.77,0.95,8.26,dry,1,medium
61.1,2.03,9.15,dry,1,high
48.23,2.98,8.98,gravel,1,medium
47.08,5.71,2.01,dry,0,none
36.96,3.68,3.89,dry,0,none
53.13,2.9,6.99,dry,0,none
65.08,2.74,0.59,gravel,0,none
60.44,0.56,6.13,muddy,0,none
88.31,5.56,1.11,wet,1,low
83.49,0.89,0.23,dry,0,none
69.31,3.05,7.91,dry,1,medium
64.49,4.11,3.32,dry,0,none
55.48,3.34,9.66,wet,1,high
59.96,3.93,1.38,dry,0,none
37.41,0.74,0.13,dry,0,none
52.06,4.92,9.97,dry,1,high
56.73,0.84,4.33,muddy,0,none
45.48,5.67,3.96,dry,0,none
35.81,3.23,2.46,dry,0,none
64.22,6.0,1.38,dry,0,none
45.16,2.83,7.8,dry,1,medium
58.48,1.38,9.07,wet,1,high
57.58,1.49,0.4,wet,0,none
33.44,2.73,1.19,dry,0,none
75.13,4.62,6.02,icy,1,medium
43.8,3.76,7.79,muddy,1,medium
53.3,2.22,0.26,wet,0,none
70.07,5.94,0.13,dry,0,none
44.23,2.18,0.62,dry,0,none
47.13,5.56,0.81,wet,0,none
34.88,4.77,3.96,gravel,0,none
60.89,0.72,9.46,wet,1,high
80.61,0.96,5.98,dry,0,none
79.16,5.92,7.24,dry,1,medium
63.18,2.03,7.0,muddy,0,none
75.58,5.2,0.87,dry,0,none
76.03,1.1,6.41,dry,0,none
59.31,5.78,9.38,wet,1,high
69.17,5.47,9.1,dry,1,high
63.52,2.22,7.93,dry,1,medium
69.02,3.19,1.42,dry,0,none
55.05,4.34,2.91,wet,0,none
71.79,3.25,8.16,dry,1,medium
60.91,5.54,9.46,wet,1,high
48.49,1.78,1.44,dry,0,none
81.64,3.58,1.88,dry,0,none
58.92,3.18,9.21,dry,1,high
82.04,2.35,1.88,gravel,0,none
71.66,1.91,5.33,dry,0,none
65.05,4.39,7.34,dry,1,medium
33.58,1.41,7.5,dry,1,medium
62.55,2.61,1.46,muddy,0,none
52.3,0.74,1.59,dry,0,none
70.47,3.91,7.26,dry,1,medium
60.66,2.05,5.89,muddy,0,none
55.72,0.68,2.17,dry,0,none
44.03,0.91,3.88,icy,0,none
54.34,5.07,6.56,dry,0,none
75.92,3.3,2.37,gravel,0,none
74.5,2.93,2.4,dry,0,none
82.59,2.87,8.73,wet,1,medium
46.34,0.6,9.43,icy,1,high
36.75,2.31,4.04,gravel,0,none
60.88,3.61,1.76,wet,0,none
73.44,3.24,9.18,wet,1,high
35.84,0.67,3.36,gravel,0,none
65.79,3.65,0.43,dry,0,none
67.65,4.81,0.29,muddy,0,none
95.86,4.79,5.21,dry,1,low
65.37,1.38,5.41,dry,0,none
58.51,2.27,5.27,icy,1,low
47.06,4.14,6.34,muddy,0,none
61.65,4.73,0.91,wet,0,none
74.77,1.25,6.78,wet,0,none
40.06,0.82,3.35,gravel,0,none
66.53,4.05,8.7,dry,1,medium
68.25,4.4,5.19,dry,0,none
37.13,5.46,2.96,dry,0,none
85.43,0.55,1.97,wet,0,none
55.12,5.04,6.52,dry,0,none
49.46,1.43,7.89,dry,1,medium
114.17,2.49,8.65,dry,1,medium
77.98,2.25,0.94,icy,0,none
76.22,4.12,1.88,dry,0,none
45.14,1.11,6.61,icy,1,medium
43.63,5.14,9.78,muddy,1,high
81.57,1.63,5.77,icy,1,low
40.6,4.64,8.11,dry,1,medium
54.58,1.11,0.41,wet,0,none
76.98,4.86,5.46,icy,1,low
37.64,3.69,8.0,dry,1,medium
95.22,3.34,8.8,muddy,1,medium
69.14,1.8,2.64,icy,0,none
62.72,2.76,3.48,wet,0,none
56.83,5.9,9.27,dry,1,high
55.22,0.57,3.91,dry,0,none
70.91,3.3,1.08,muddy,0,none
79.79,2.58,3.53,gravel,0,none
62.33,2.36,9.23,gravel,1,high
58.88,1.96,8.94,dry,1,medium
50.81,1.03,4.11,gravel,0,none
73.83,1.69,6.45,muddy,0,none
56.68,1.24,9.54,dry,1,high
86.01,2.89,3.42,dry,0,none
79.16,1.67,6.04,dry,0,none
58.03,5.36,1.49,dry,0,none
66.4,5.65,3.5,icy,0,none
49.6,4.45,7.2,muddy,1,medium
26.34,3.14,5.23,dry,0,none
71.26,3.57,7.1,dry,1,medium
30.47,4.44,2.35,icy,0,none
51.7,4.51,5.27,wet,0,none
64.51,2.9,6.91,dry,0,none
75.87,2.6,2.59,gravel,0,none
65.32,3.35,6.22,muddy,0,none
75.0,3.38,0.36,dry,0,none
56.82,1.73,4.51,wet,0,none
44.95,5.87,3.19,icy,0,none
70.62,3.43,0.19,dry,0,none
63.52,1.58,9.33,wet,1,high
64.7,2.24,6.92,muddy,0,none
68.55,5.55,8.64,gravel,1,medium
71.33,5.97,1.83,wet,0,none
74.79,4.53,5.35,dry,0,none
38.81,0.91,8.42,wet,1,medium
58.51,1.74,0.19,muddy,0,none
67.25,1.81,7.0,icy,1,medium
87.51,2.02,5.7,icy,1,low
67.49,4.43,8.38,icy,1,medium
84.36,2.16,2.13,icy,0,none
55.33,1.53,3.59,dry,0,none
79.35,0.9,2.87,icy,0,none
79.92,3.63,3.19,muddy,0,none
84.8,0.55,2.76,gravel,0,none
50.44,1.28,1.28,gravel,0,none
58.25,3.4,7.34,wet,1,medium
66.51,0.76,2.41,wet,0,none
62.93,2.55,3.75,wet,0,none
62.69,4.66,2.95,muddy,0,none
54.97,2.63,0.52,wet,0,none
52.06,3.13,7.4,gravel,1,medium
48.21,2.92,7.09,wet,1,medium
60.38,0.82,0.6,dry,0,none
42.28,5.64,5.81,dry,0,none
52.49,2.08,7.05,gravel,1,medium
45.74,1.8,6.43,wet,0,none
55.15,0.79,2.73,muddy,0,none
50.89,4.26,8.26,dry,1,medium
51.11,4.44,6.46,dry,0,none
55.42,2.55,4.18,dry,0,none
42.19,1.64,1.5,dry,0,none
71.81,2.66,0.43,muddy,0,none
60.25,4.38,2.91,dry,0,none
48.21,4.48,8.19,wet,1,medium
42.9,3.73,3.22,icy,0,none
48.88,5.63,6.38,dry,0,none
54.39,0.65,6.62,dry,0,none
66.68,5.0,1.71,dry,0,none
59.25,4.46,4.86,dry,0,none
68.8,3.51,0.3,icy,0,none
46.15,4.06,6.35,wet,0,none
54.06,3.72,1.39,dry,0,none
46.0,5.19,0.27,dry,0,none
94.56,2.72,2.89,muddy,0,none
68.09,4.95,0.68,wet,0,none
50.64,5.02,1.63,gravel,0,none
47.67,4.79,6.75,dry,0,none
67.86,2.94,1.28,dry,0,none
30.69,5.49,5.7,wet,0,none
60.65,0.94,2.07,dry,0,none
60.76,1.3,8.31,dry,1,medium
61.3,1.07,1.36,wet,0,none
76.89,4.97,9.29,dry,1,high
58.74,5.05,4.92,dry,0,none
59.55,4.03,4.11,dry,0,none
42.35,4.74,6.96,gravel,1,medium
50.19,2.48,3.21,dry,0,none
64.17,2.89,8.28,dry,1,medium
95.17,3.27,3.84,dry,0,none
65.43,3.67,0.92,dry,0,none
54.26,4.07,4.25,dry,0,none
82.75,0.81,5.6,wet,0,none
69.87,4.65,4.97,dry,0,none
73.03,1.59,0.98,dry,0,none
63.06,4.3,8.23,dry,1,medium
65.94,5.08,7.01,dry,1,medium
74.71,0.98,7.62,wet,1,medium
51.78,2.67,3.15,dry,0,none
49.99,2.27,1.69,dry,0,none
83.43,5.24,8.2,dry,1,medium
57.64,2.79,7.3,dry,1,medium
56.66,4.22,6.49,dry,0,none
58.41,4.91,6.16,gravel,1,medium
62.66,3.95,8.08,dry,1,medium
57.41,4.76,2.98,dry,0,none
56.87,3.03,9.07,gravel,1,high
55.04,5.3,7.19,dry,1,medium
48.26,4.91,9.15,dry,1,high
65.77,2.45,7.06,dry,1,medium
66.75,0.62,1.51,dry,0,none
47.56,4.4,7.12,gravel,1,medium
54.69,4.21,7.74,dry,1,medium
93.14,5.82,8.89,dry,1,medium
69.76,3.66,1.21,dry,0,none
74.76,1.41,8.2,dry,1,medium
66.97,2.91,0.26,icy,0,none
78.48,2.3,4.21,muddy,0,none
71.68,1.1,5.19,dry,0,none
59.61,2.52,9.9,dry,1,high
57.22,6.0,5.14,dry,0,none
76.45,1.42,5.56,wet,0,none
69.37,5.66,7.86,dry,1,medium
41.17,2.0,2.97,dry,0,none
57.37,1.01,4.99,wet,0,none
54.71,4.4,7.51,icy,1,medium
57.39,2.08,1.04,icy,0,none
52.82,2.49,2.99,dry,0,none
72.9,3.0,7.47,icy,1,medium
64.53,1.3,8.95,gravel,1,medium
54.58,1.09,3.1,wet,0,none
53.88,3.54,9.88,muddy,1,high
52.35,3.67,6.23,gravel,1,medium
78.77,5.02,7.36,dry,1,medium
87.85,4.6,1.33,dry,1,low
71.4,1.6,6.89,dry,0,none
55.73,5.89,2.16,dry,0,none
76.51,2.79,3.79,dry,0,none
57.35,3.09,1.87,wet,0,none
65.31,3.37,8.57,icy,1,medium
74.09,5.51,0.73,dry,0,none
51.12,4.66,2.55,wet,0,none
65.54,4.38,3.95,dry,0,none
42.22,0.72,9.09,muddy,1,high
46.13,3.23,0.28,icy,0,none
74.01,2.37,5.23,dry,0,none
38.06,4.77,2.99,dry,0,none
61.29,3.69,2.72,dry,0,none
39.36,3.98,4.26,icy,0,none
54.72,0.59,0.28,dry,0,none
39.91,3.72,4.08,dry,0,none
58.17,4.1,9.52,wet,1,high
82.11,4.64,9.22,dry,1,high
62.21,1.68,8.27,icy,1,medium
56.79,2.23,9.52,gravel,1,high
72.16,3.95,3.81,muddy,0,none
50.08,1.47,5.44,dry,0,none
74.81,3.61,8.26,gravel,1,medium
80.03,2.21,5.75,dry,0,none
57.26,1.65,3.85,icy,0,none
54.38,4.96,2.83,gravel,0,none
67.08,0.69,1.1,icy,0,none
47.15,4.1,6.99,wet,0,none
73.28,2.4,4.75,dry,0,none
68.73,2.26,1.83,muddy,0,none
58.12,2.51,6.7,wet,0,none
67.02,5.35,2.88,wet,0,none
63.27,3.0,7.47,dry,1,medium
56.35,2.94,8.99,dry,1,medium
69.33,2.47,4.81,dry,0,none
48.33,2.44,9.13,muddy,1,high
42.91,5.99,7.74,muddy,1,medium
55.75,4.34,3.89,dry,0,none
59.86,3.98,6.07,wet,0,none
70.25,0.63,7.12,dry,1,medium
59.56,2.75,7.14,dry,1,medium
46.93,1.42,7.28,dry,1,medium
50.98,1.82,4.75,dry,0,none
67.22,4.46,3.31,wet,0,none
37.24,3.82,8.25,dry,1,medium
64.13,2.28,1.23,dry,0,none
52.04,3.5,2.26,dry,0,none
60.73,3.74,7.3,wet,1,medium
46.0,1.93,8.42,wet,1,medium
59.98,4.68,5.25,dry,0,none
69.41,0.88,3.26,dry,0,none
69.51,2.06,6.53,dry,0,none
41.03,1.66,7.85,dry,1,medium
67.15,0.87,2.09,dry,0,none
73.61,5.23,1.22,dry,0,none
62.3,2.01,2.22,dry,0,none
42.01,3.67,3.73,dry,0,none
61.65,2.63,7.35,dry,1,medium
42.97,1.07,6.21,icy,1,medium
29.73,1.78,0.3,dry,0,none
39.53,5.16,3.26,dry,0,none
65.2,3.61,3.97,muddy,0,none
62.1,1.98,9.34,dry,1,high
76.99,2.84,8.45,dry,1,medium
78.71,4.43,2.83,muddy,0,none
39.52,0.54,8.08,dry,1,medium
89.21,1.18,5.1,dry,0,none
41.52,3.13,9.97,dry,1,high
40.84,2.75,1.82,dry,0,none
39.48,1.08,0.5,wet,0,none
68.84,0.63,4.31,gravel,0,none
40.68,4.81,1.29,dry,0,none
55.5,5.53,5.88,icy,1,low
52.73,2.06,7.28,dry,1,medium
32.09,3.17,1.32,icy,0,none
64.53,1.8,1.38,wet,0,none
52.04,3.25,8.03,dry,1,medium
45.48,5.09,1.48,wet,0,none
45.63,3.89,9.55,dry,1,high
47.37,5.72,9.86,dry,1,high
53.64,1.79,6.7,gravel,1,medium
53.01,1.53,0.11,dry,0,none
68.96,2.77,8.99,icy,1,medium
53.83,4.79,6.12,dry,0,none
40.17,3.33,5.92,wet,0,none
59.24,5.96,0.88,muddy,0,none
46.2,3.36,2.96,wet,0,none
95.26,3.68,8.52,dry,1,medium
79.06,2.64,5.16,icy,1,low
71.44,1.96,0.11,muddy,0,none
51.31,1.35,9.86,dry,1,high
49.47,1.15,3.1,wet,0,none
55.15,0.71,5.11,dry,0,none
61.5,1.27,4.3,icy,0,none
37.69,3.79,0.62,muddy,0,none
35.94,1.82,6.05,dry,0,none
47.66,3.74,6.31,icy,1,medium
52.58,1.65,5.41,dry,0,none
48.19,3.04,3.3,dry,0,none
57.99,5.86,1.17,wet,0,none
61.42,4.75,3.68,dry,0,none
37.57,5.96,9.86,gravel,1,high
42.93,1.54,6.3,gravel,1,medium
42.0,1.42,9.89,muddy,1,high
61.85,2.99,1.26,muddy,0,none
49.5,3.31,3.36,gravel,0,none
47.08,3.0,1.66,dry,0,none
52.32,5.39,1.99,icy,0,none
56.9,4.66,3.5,muddy,0,none
32.29,4.33,8.45,dry,1,medium
56.6,2.07,2.42,dry,0,none
44.9,4.02,0.94,muddy,0,none
68.99,3.91,5.13,wet,0,none
64.7,2.96,2.17,dry,0,none
47.83,2.44,4.92,wet,0,none
49.29,5.03,3.23,wet,0,none
64.46,3.78,2.77,dry,0,none
73.71,3.54,2.41,dry,0,none
74.35,1.9,3.83,wet,0,none
53.79,4.26,8.31,icy,1,medium
46.43,2.33,2.34,wet,0,none
54.29,4.32,7.84,icy,1,medium
58.91,0.6,5.95,dry,0,none
33.4,4.62,4.28,wet,0,none
79.38,4.22,5.17,gravel,1,low
69.09,4.55,9.74,muddy,1,high
38.52,2.59,0.64,dry,0,none
46.89,5.1,8.8,icy,1,medium
54.34,3.26,1.87,dry,0,none
63.56,3.29,6.95,icy,1,medium
44.94,2.18,4.02,dry,0,none
60.9,2.83,9.2,dry,1,high
56.09,4.03,3.99,dry,0,none
66.53,0.59,3.27,dry,0,none
56.19,5.69,6.54,dry,0,none
38.57,5.08,2.04,wet,0,none
62.37,1.87,1.92,gravel,0,none
84.94,5.75,2.31,icy,1,low
78.46,0.53,5.99,dry,0,none
10.57,0.84,4.54,icy,0,none
77.35,2.08,2.75,wet,0,none
49.8,2.44,3.09,dry,0,none
43.09,5.88,9.33,dry,1,high
64.85,5.95,3.56,icy,0,none
60.75,2.95,9.59,wet,1,high
40.4,4.29,2.06,dry,0,none
67.42,2.37,2.28,dry,0,none
54.58,0.98,0.87,dry,0,none
70.12,3.56,9.93,dry,1,high
88.29,2.12,3.03,dry,0,none
32.45,2.83,3.14,gravel,0,none
70.32,5.09,1.12,muddy,0,none
51.13,5.86,6.93,dry,0,none
55.0,2.13,1.5,icy,0,none
34.16,2.1,5.8,wet,0,none
53.17,2.41,4.68,dry,0,none
76.3,4.05,7.52,gravel,1,medium
73.04,2.64,7.16,wet,1,medium
33.84,1.41,2.57,dry,0,none
74.2,3.65,9.65,dry,1,high
57.3,1.07,4.6,wet,0,none
87.18,4.97,8.41,dry,1,medium
38.05,4.19,6.42,dry,0,none
57.94,5.08,9.22,icy,1,high
67.96,3.2,7.29,wet,1,medium
44.0,3.73,1.96,icy,0,none
54.23,3.02,8.73,dry,1,medium
35.69,2.8,4.06,wet,0,none
75.32,0.98,0.04,dry,0,none
57.32,2.84,9.72,dry,1,high
63.78,5.05,1.08,gravel,0,none
86.4,4.34,7.61,gravel,1,medium
60.98,3.02,1.76,dry,0,none
91.85,3.85,0.71,muddy,0,none
52.43,0.86,9.65,dry,1,high
52.97,4.72,4.1,muddy,0,none
48.09,1.5,4.67,wet,0,none
37.32,5.55,2.85,muddy,0,none
93.1,4.14,1.12,icy,0,none
81.89,1.74,5.9,icy,1,low
50.22,1.34,1.03,dry,0,none
90.34,1.12,9.18,icy,1,high
64.03,1.74,1.2,dry,0,none
52.35,1.0,7.98,wet,1,medium
53.12,3.23,3.89,gravel,0,none
57.9,1.42,2.74,wet,0,none
67.33,1.81,4.99,wet,0,none
62.15,4.18,7.77,gravel,1,medium
32.07,4.41,2.06,dry,0,none
61.67,1.59,0.85,dry,0,none
44.86,3.4,3.27,wet,0,none
48.09,5.88,7.59,gravel,1,medium
76.42,0.82,5.09,icy,1,low
86.97,3.24,4.83,dry,0,none
68.65,2.52,2.71,dry,0,none
57.83,0.85,1.67,icy,0,none
65.31,5.22,5.87,dry,0,none
69.55,5.03,5.51,muddy,0,none
68.62,1.47,1.48,dry,0,none
31.42,3.57,4.98,dry,0,none
75.84,3.81,0.32,dry,0,none
68.2,3.51,9.82,gravel,1,high
43.47,5.09,4.13,dry,0,none
46.44,2.63,7.34,dry,1,medium
64.12,3.92,4.84,icy,0,none
67.12,2.0,8.2,wet,1,medium
52.41,3.86,3.73,dry,0,none
43.45,4.06,4.66,dry,0,none
96.78,4.04,3.07,dry,0,none
67.5,2.31,8.31,dry,1,medium
72.57,3.18,1.75,wet,0,none
63.35,5.26,8.07,dry,1,medium
52.92,4.11,1.41,dry,0,none
55.99,5.2,9.62,dry,1,high
